TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Mushroom Paratha Recipe,"Ghee - or oil for cooking,2 teaspoons Sunflower Oil,250 grams Button mushrooms - chopped,Salt - to taste,1 teaspoon Garam masala powder,1 teaspoon Cumin seeds (Jeera),2 Green Chillies - finely chopped,1 Onion - finely chopped,1 cup Whole Wheat Flour,1/4 teaspoon Turmeric powder (Haldi),Ghee - to cook parathas",60,North Indian Recipes,"To begin making the Mushroom Paratha Recipe, take all the ingredients meant for dough into a large mixing bowl.
Add a little water at a time to make a soft and smooth dough.
Cover the dough 30 minutes until we get the filling ready.
Next we will proceed to make the mushroom stuffing for the paratha recipe.Heat oil in a wok or a kadai on medium heat.
Add the cumin seeds and allow it to crackle.
 Once the cumin seeds crackle, add onion and saute until the onions turns pinkish in colour.Add the chopped green chilies, chopped chopped mushrooms and salt to taste.
Stir fry on high heat until most of the moisture from the mushrooms is evaporated.
Once the mushrooms have shrunk in size and the moisture has evaporated, add the garam masala and turmeric powder and give it a stir for a few minutes and turn off the heat.Allow the mushroom paratha stuffing mixture to cool completely.Divide the dough into 5 equal portions.
We will now proceed to make the stuffed mushroom paratha.
To begin making the paratha, keep a plate of dry flour for dusting.We dust the dough in flour, flatten it with your finger and place it on a flat surface.
Roll them out thin to approximately 3 inches in diameter circle.Take a portion of the mushroom filling and place it in the center.
Next Gather the sides of the dough and bring them together.
Remove the little excess dough which popped out when you brought them together.
Press the filled dough down.Dust the filled dough in some flour and roll it gently applying just a pressure.
Roll it to desired thickness and proceed the similar way with the remaining portions of dough and filling.Preheat a Skillet/Tava on medium heat and place the filled Mushroom Paratha.
Allow it to cook on medium heat for about 30 to 45 seconds and flip over.Add this stage add a teaspoon of ghee or oil and spread it around.
Flip again, so the oiled side can cook on the skillet.
Spread a little more ghee and keep pressing the parathas while on the skillet to cook the paratha evenly from inside out.Do the flipping over process a couple of times until both sides get cooked, browned and crisp evenly.
Make sure you cook on medium heat as it allows the parathas to get a crisp on the outside and yet soft texture.Once the paratha is cooked transfer to a plate.
Continue to the same process with the remaining Mushroom Parathas the same way.Serve the Mushroom Parathas along with a spicy mango pickle for breakfast or a sunday brunch.",https://www.archanaskitchen.com/mushroom-paratha-recipe,"salt,wheat flour,onion,cumin seeds (jeera),ghee parathas,ghee,oil,button mushrooms,turmeric powder,green chillies,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Raksha_Kamat/Mushroom_Paratha.jpg,12
Palak Chana Dal Recipe - Healthy Spinach Gram Dal Recipe,"1/2 teaspoon Cumin powder (Jeera),200 grams Spinach Leaves (Palak) - washed and chopped,1/2 teaspoon Turmeric powder (Haldi),1 cup Chana dal (Bengal Gram Dal) - soaked in water for about 20 minutes,Salt - to taste,1 teaspoon Cumin seeds (Jeera),1 Onion - chopped,2 Dry Red Chillies,2 tablespoons Ghee,1/4 teaspoon Asafoetida (hing),1 tablespoon Ginger Garlic Paste,2 Green Chillies - chopped,1 teaspoon Turmeric powder (Haldi),3 cups Water,1 Tomato - chopped,1/2 teaspoon Red Chilli powder",50,North Indian Recipes,"To begin making the Palak Chana Dal recipe, pressure cook the soaked chana dal with 3 cups of water, salt and turmeric powder for 5 to 6 whistles and turn off the heat.
Allow the pressure to release naturally.Add the palak (spinach leaves) along with 2 tablespoons of water, salt into a pressure cooker and cook for 1 whistle.
Turn off the heat and release the pressure immediately to retain the green color of the spinach.Heat ghee in a heavy bottomed pan and add cumin seeds.
Once cumin seeds start to crackle, add asafoetida.After 30 seconds, add dry red chillies and saute for few seconds.Next add ginger garlic paste and saute for a few seconds.Now, add chopped onions and green chillies, saute it until onion turns to golden brown in colour.Add chopped tomato and cook them until they become soft.Add turmeric powder, red chilli powder, cumin powder and salt to taste but remember we have already added salt while boiling dal and spinach.Mix all dry spices with tomato onion mixture and cook it on medium heat for 1-2 minutes until mixture starts releasing ghee.This will take about 3 to 4 minutes.After 3 to 4 minutes, add the cooked chana dal and palak (spinach leaves), mix everything well.Cook the Palak Chana Dal for next 4 to 5 minutes on low heat and turn off the heat.
Check the salt and spices and adjust according to taste.
Transfer the Palak Chana Dal to a serving bowl and serve hot.Serve Palak Chana Dal along with Bharli Bhendi, Boondi Raita and Phulka for an everyday meal.
You can also pack this dal for your Lunch Box.",https://www.archanaskitchen.com/palak-chana-dal-recipe-healthy-spinach-gram-dal-recipe,"tomato,salt,green chillies,cumin powder (jeera),chana dal (bengal gram dal),ghee,asafoetida (hing),red chilli powder,water,ginger garlic paste,dry red chillies,onion,cumin seeds (jeera),turmeric powder,spinach leaves (palak)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Palak_Chana_Dal.jpg,15
Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe),"1 Cucumber - finely chopped,1 Carrot (Gajjar) - grated,1 sprig Curry leaves - roughly torn,Coriander (Dhania) Leaves - chopped,Salt - to taste,2 tablespoon Lemon juice,1 teaspoon Mustard seeds,2 Green Chillies - slit,1/4 cup Fresh coconut - grated,1/2 cup Yellow Moong Dal (Split),1/2 teaspoon Asafoetida (hing),1 teaspoon Sunflower Oil",45,South Indian Recipes,"We begin making Pasi Parupu Kosumalli Recipe (Spiced Lentil Salad Recipe) by washing and soaking the dal for half an hour.
Drain the water.Keep all the vegetables prepped and set it aside.Heat the skillet with oil and temper it with mustard seeds, asafoetida, green chillies, and curry leaves.
Add it to the mixed vegetables.Drain the dal and add it to the mixture with salt to taste and mix it thoroughly till the dal is evenly coated.Serve your fresh Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe) during lunch or relish it as a quick snack.",https://www.archanaskitchen.com/pasi-parupu-kosumalli-recipe-spiced-lentil-salad-recipe,"salt,yellow moong dal (split),coconut,mustard seeds,asafoetida (hing),coriander (dhania) leaves,carrot,curry leaves,lemon,cucumber,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-23/Moong_Dal_Cucumber_Salad_Pasi_Paruppu_Kosumalli_Recipe_Navratri_Gollu_Moong_Dal_Cucumber_Salad-Pasi_Paruppu_Kosumalli_Recipe__-1.jpg,12
Maharashtrian Style Semolina and Yogurt Cake Recipe,"1 cup Curd (Dahi / Yogurt),10 Raisins,1 teaspoon Baking powder,5 Saffron strands,2 teaspoons Ghee,1/2 teaspoon Cardamom Powder (Elaichi),10 Cashew nuts,3 teaspoons Caster Sugar,1 cup Sooji (Semolina/ Rava)",85,Maharashtrian Recipes,"To begin making the Semolina and Yogurt Cake, mix the semolina, saffron and yogurt in a container and rest it for about 1 hours.Meanwhile pre heat the oven to 120 degree Celsius for about 10 minutes.Add the cardamom powder, baking powder, sugar, the whole nuts and raisins and mix well.Grease your baking dish with ghee and add the batter and bake the cake for about 15 minutes.Serve the Maharashtrian Style Semolina and Yogurt Cake after nice meal of Maharashtrian Narali Bhaat, Raw Mango Raita Recipe to enjoy you meal with a sweet note at the end.",https://www.archanaskitchen.com/maharashtrian-style-semolina-and-yogurt-cake-recipe,"cashew nuts,baking powder,ghee,saffron strands,raisins,curd,cardamom powder (elaichi),caster sugar,sooji (semolina rava)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Maharashtrian_Style_Semolina_and_Yogurt_Cake_Recipe.jpg,9
Ragi Masala Roti Recipe,"1 Carrot (Gajjar) - grated,1/2 cup Dill leaves - finely chopped,Ghee - as required,Salt - to taste,2 cups Ragi Flour (Finger Millet/ Nagli),2 Green Chillies - finely chopped,1 Onion - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1/2 teaspoon Cumin seeds (Jeera)",40,South Indian Recipes,"To begin making Ragi Masala Roti Recipe prep all the ingredients required.In a large mixing bowl add all the ingredients, ragi flour, onions, chopped green chillies, dill leaves, coriander leaves, grated carrots and salt,and then mix everything together.Add water little at a time to form a soft Ragi Masala Roti dough.Keep kneading for five minutes till the texture of the dough changes and becomes softer.
Bring it all together and cover the Ragi Masala Roti dough and keep aside for 15 minutes.Divide the dough into equal portions.Take a Ragi Masala Roti dough ball and place it on the center of a wet muslin cloth.Using wet flatten the ball with your palms.
Continue pressing the dough until the Ragi Masala Roti has attained a round shape.
Place the Ragi Masala Roti by inverting the cloth on a heated iron skillet and cook on one side and turn over gently with a flat spatula to the other side.Drizzle ghee and cook the Ragi Masala Roti on both sides until it is lightly browned with golden spots and crisp.Serve Ragi Masala Roti Recipe with Hurali Saaru, Keerai Masiyal and Methi Raita Flavoured With Garlic for a diabetic friendly meal.",https://www.archanaskitchen.com/ragi-masala-roti-recipe,"salt,dill leaves,coriander (dhania) leaves,ghee,carrot,ragi flour (finger millet nagli),onion,cumin seeds (jeera),green chillies",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/ragi_masala_roti/Ragi_Masala_Roti_Recipe_40_1600.jpg,9
Dry Sweet Potato Thoran Recipe,"1 teaspoon White Urad Dal (Split),2 teaspoons Sunflower Oil,Salt - to taste,1 teaspoon Mustard seeds,1 Onion,Asafoetida (hing) - a pinch,2 Sweet Potatoes - medium size,Turmeric powder (Haldi) - a pinch,1 sprig Curry leaves,1/2 teaspoon Rasam Powder",20,Kerala Recipes,"To begin making the Dry Sweet Potato Thoran Recipe, wash and trim the edges of sweet potatoes.
Pressure cook in enough water for 1 whistle over medium flame.
After the pressure is released, peel the skin and cut into roundels and keep it aside.Heat oil in a heavy bottomed pan, add mustard seeds and urad dal.
When the mustard seeds splutter, add curry leaves.
Later add chopped onion and saute till soft and translucent.Add the sliced sweet potato to the pan and toss them gently.
Add turmeric powder, salt and rasam powder.
Mix everything so that sweet potato slices are well coated.Keep the flame on low, close with a lid and let it cook over low flame.
Mix in between.
The mixture should cook from the steam released by it.When the sweet potato is cooked, sprinkle gram flour and toss gently such that it gets coated well.
Add 1-2 teaspoon of oil and let the raw banana pieces get nicely fried on low flame .Let it cook for 5-7 minutes for all the flavors to absorb.
Take off stove and serve hot.Serve Dry Sweet Potato Thoran along with Mixed Vegetable Sambar and Steamed Rice for a weekday meal.",https://www.archanaskitchen.com/dry-sweet-potato-thoran-recipe,"salt,asafoetida (hing),mustard seeds,curry leaves,white urad dal (split),onion,rasam powder,turmeric powder,sweet potatoes,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Dry_Sweet_Potato_Thoran.jpg,10
Oreo Milkshake Recipe,"1/2 cup Vanilla Ice cream - 2 scoops,1 tablespoon Chocolate sauce,1/4 cup Milk,Heavy whipping cream - as required for garnishing,8 Oreo biscuits - broken into pieces,Chocolate sauce - as required for garnishing",25,Continental,"To begin making Oreo Milkshake Recipe prep up to make Oreo milkshake with all the ingredients mentioned.
Take a powerful hand blender to blend everything.Blend Oreo biscuits, milk, ice cream and chocolate syrup until everything very well combined and smooth textured.Pour into glasses, top it up with some whipped cream and chocolate syrup for garnishing and serve immediately.Serve Oreo Milkshake along With Grilled Mushroom Sandwich to kids for their after school snacks.",https://www.archanaskitchen.com/oreo-milkshake-recipe,"chocolate sauce,heavy whipping cream,oreo biscuits,milk,scoops,vanilla ice",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Waagmi_Soni/oreo-milkshake-recipe.jpg,6
Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo Recipe,"1 tablespoon Paprika powder,Coriander (Dhania) Leaves - for garnish,1 tablespoon Parmesan cheese - grated,3 tablespoons Butter,4 Sweet corn,1/2 Lemon - wedged,4 tablespoon Del Monte Cheesy Garlic Mayo",25,Mexican,"To begin making the Mexican Grilled Corn With Del Monte cheesy garlic mayonnaise recipe, Pull the husk on the corn and tie them back.Rub butter generously on all the cobs.
Next spread DelMonte cheesy garlic mayonnaise on all sides of the corn.Sprinkle paprika powder evenly over the cob.
Now grill the corn in oven or a charcoal grill turning occasionally until corn is fully cooked and lightly charged.Remove corn from the grill; rub fresh lime over the corn.
Sprinkle some fresh coriander leaves.
Sprinkle parmesan cheese and serve the Mexican Grilled Corn With Del Monte cheesy garlic mayonnaise immediately.Serve Mexican Grilled Corn With Del Monte Cheesy Garlic Mayonnaise on its own with a cup of hot Masala Chai on a rainy day or as a tea time snack.",https://www.archanaskitchen.com/mexican-grilled-corn-with-delmonte-cheesy-garlic-mayonnaise-recipe,"paprika powder,coriander (dhania) leaves,lemon wedged,sweet corn,parmesan cheese,butter,del monte cheesy garlic mayo",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/3_main_Mexican_Grilled_Corn_With_Cheesy_Garlic_Mayo1.jpg,7
Paneer Matar Butter Masala (Indian Cottage Cheese and Peas Masala With Butter) Recipe,"1 teaspoon Sugar,1/4 cup Cashew nuts - broken into small pieces,2 tablespoons Ghee - or clarified butter,Salt - to taste,4 Whole Black Peppercorns,1/4 cup Milk,1-1/2 cups Paneer (Homemade Cottage Cheese) - cubed,1 Onion - red,1 clove Garlic - peeled and finely chopped,2 Dry Red Chillies,1/2 teaspoon Red Chilli powder,3 Cardamom (Elaichi) Pods/Seeds,2 Tomatoes - finely chopped,1/2 cup Green peas (Matar),1/2 inch Cinnamon Stick (Dalchini),1/2 teaspoon Coriander (Dhania) Seeds,1 inch Ginger - finely chopped,Sunflower Oil - as required,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves)",60,North Indian Recipes,"To begin making the Paneer Matar Butter Masala recipe, first shallow fry the paneer cubes in 1 to 2 tablespoons of oil in a wide pan until it is slightly golden/ creamy golden and keep it aside.The next step is to prepare the masala/gravy.
Heat butter/clarified butter in a large heavy bottomed pan, add onions and peas/matar.Sauté until onions & peas/matar till the onions turn transparent.
Add ginger and garlic and stir for 1 to 2 minutes.Add whole dry red chilies, cloves, cardamom, cinnamon, whole black peppercorns and coriander seeds (that is all the whole spices) and stir a few times.Add tomatoes and cook until tomatoes turn soft and mushy.
Remove from heat and keep aside to cool a little.Puree this entire mixture along with 1/4 cup of cashews until smooth, adding a little water if required.Transfer this gravy back to the wide pan and place on heat.
Add shallow fried paneer pieces to the gravy, add salt to taste, sugar, kasuri methi, chili powder (if using), water if required to achieve desired consistency and simmer on low heat for the flavors to mingle.Finally add milk, mix well, allow the curry to simmer for another minute or so on low heat, then remove.Serve Paneer Matar Butter Masala with Phulkas or even steamed rice for a delicious weekday meal.",https://www.archanaskitchen.com/paneer-matar-butter-masala-indian-cottage-cheese-and-peas-masala-with-butter-recipe,"tomato,salt,cashew nuts,ginger,ghee,paneer,cardamom (elaichi) podsseeds,milk,green peas (matar),red chilli powder,onion red,cloves garlic,black peppercorns,sugar,dry red chillies,cinnamon stick (dalchini),coriander (dhania) seeds,kasuri methi (dried fenugreek leaves),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Alamelu_Manickam_/Paneer_Matar_Butter_Masala__Indian_Cottege_Cheese_and_Peas_Masala_With_Butter.jpg,19
Dhugare Baingan Recipe - Dhungare Baingan Recipe,"1 eggplant, 1 tsp cumin powder, 1 green chilli - chopped, 2 cups yogurt, 1/2 tsp garam masala powder, 1/2 tsp Kashmiri red chilli powder, salt - 1 tbsp ghee, 1 onion - thin and straight cut, 2 tbsp coriander - chopped as per taste",25,Lucknowi,"To make Dhugare Brinjal Recipe, first take an eggplant and roast it directly on the gas.
When the eggplants are not removed from the upper layer, they can continue.
Once done, turn off the gas and remove the top layer from the eggplant.
Now mash the brinjals and put them in a pot.
Now add curd, onion, green chilli, cumin powder, garam masala powder, red chili powder, salt and mix.
Keep it aside.
Now keep a piece of coal on the gas and keep it on high flame till it becomes red.
After the coal is roasted, place it in a bowl and cover it with eggplant pot.
Open after 3 to 5 minutes, remove the coal and mix.
Garnish with green coriander and serve.
Serve Dhugare Brinjal Recipe with Sabz Pulav, Garlic Naan and Punjabi Dal Tadka for your dinner.",https://www.archanaskitchen.com/dhungare-baingan-recipe-in-hindi,"kashmiri red chilli powder,green chilli,yogurt,salt ghee,cumin powder,eggsplant,coriander,onion,garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Dhungare_Baigan_Recipe_5_1600.jpg,9
Rajasthani Style Dried Gatta Capsicum Vegetable Recipe,"Sunflower Oil,1 Green Bell Pepper (Capsicum) - cut into cubes,Salt - to taste,2 teaspoon Garam masala powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Coriander Powder (Dhania),4 sprig Coriander (Dhania) Leaves - chopped,1/4 teaspoon Red Chilli powder,1 cup Gram flour (besan),1 tablespoon Sunflower Oil,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Asafoetida (hing),2 tablespoons Curd (Dahi / Yogurt),1 teaspoon Turmeric powder (Haldi),1 teaspoon Amchur (Dry Mango Powder)",40,Rajasthani,"To begin making the Sukhe Gatte Capsicum Ki Sabzi Recipe we will first make the gatte.In a large mixing bowl, combine all the ingredients for the gatta.
Add a few teaspoons of water at a time and knead to make a firm dough.Knead well for about 5 minutes to make a very soft melt in the mouth gatta.
If you add more water and it does not shape into a dough, then you will have to add more gram flour and knead it well.Roll the dough into a long cylinder and cut them into 1 inch discs.
The next step is to cook the gattas in boiling water.In a large saucepan boil water.
Once the water comes to a brisk boil, add the gattas into the water and boil until they comes floating to the top.
Once they come floating to the top, boil for another 3 to 4 minutes.
Drain the gattas and keep it aside.To make the Sabzi, in a sauce pan add oil, add cumin seeds and asafoetida, allow the cumin seeds to crackle for few seconds.Once that is done, you can add chopped bell peppers (Capsicum) and saute until the capsicum become slightly soft.Turn the heat to low, add red chili powder, turmeric powder, garam masala, coriander powder, amchoor and salt.Add the cooked gattas at this stage, mix well to combine and sprinkle some water and cook until the raw smell of spice goes away.Saute for another 10 minutes and switch off the heat and garnish with coriander leaves and serve hot.Serve the Sukhe Gatte Capsicum Ki Sabzi Recipe along with Kadhi Pakoras , Mooli Paratha and Kadai Paneer Recipe to make it a rich meal for your Sunday lunch.",https://www.archanaskitchen.com/rajasthani-style-sukhe-gatte-capsicum-ki-sabzi-recipe,"salt,amchur (dry mango powder),asafoetida (hing),ajwain (carom seeds),red chilli powder,gram flour (besan),curd,coriander (dhania) leaves,cumin seeds (jeera),green bell pepper (capsicum),coriander powder,turmeric powder,garam masala powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Rajasthani_Style_Sukhe_Gatte_Capsicum_Ki_Sabzi_Recipe.jpg,14
Indo Chinese Crispy Chicken Chilli Recipe,"Water - as required,2 Green Chillies - slit,1-1/2 tablespoon Corn flour,1 tablespoon Ginger - minced,1 tablespoon Red Chilli sauce,1 Green Bell Pepper (Capsicum) - sliced,Sunflower Oil - as required,2 tablespoons Garlic - minced,1 tablespoon Soy sauce,Salt - to taste,1/2 teaspoon Soy sauce,1/2 teaspoon Black pepper powder,1/2 teaspoon Vinegar,1 Onion - sliced,Salt - as required,1 teaspoon Corn flour,1/2 teaspoon Green Chilli Sauce,1 tablespoon Roasted tomato pasta sauce,1/2 teaspoon Red Chilli sauce,2-1/2 tablespoons All Purpose Flour (Maida),250 grams Chicken - cut into medium sized pieces",70,Fusion,"To begin making the Indo Chinese Crispy Chicken Chilli recipe, firstly let us marinate the chicken.
In a mixing bowl, combine, black pepper powder, soy sauce, red chilli sauce, corn flour, and maidaAdd a little water to make it a smooth batter.
Make sure that the batter is neither too thick nor too runny.The next step is to coat the chicken pieces in the batter for the Indo Chinese Crispy Chicken Chilli recipe.Once they are coated well, deep fry them on medium-high  in a deep fry pan.
Drain them on a tissue paper to absorb the extra oil.
Keep them aside.Heat oil in a wide skillet on medium flame, add ginger, garlic and green chillies.
Saute it for about a minute.After a minute, add onion, green bell pepper and salt.
Toss them on high flame.
Do not over cook, as we want the crunchiness in the vegetables.Now bring the flame back to medium and add soy sauce, vinegar, salt, pepper powder, green chilli sauce, tomato sauce and red chilli sauce.
Again bring the flame to high and toss them properly.After 2 to 3 minutes, mix cornflour with 1 tablespoon water and add it to the veggies.
When its cooked, add the fried chicken pieces.Adjust the salt according to your taste and mix it properly so that the chicken pieces are well coated with the prepared sauce.Once it is done, switch off the stove and Indo Chinese Crispy Chicken Chilli ready to be served.Serve Indo Chinese Crispy Chicken Chilli with Hakka Noodles or Szechuan Vegetarian Fried Rice for a weekend dinner with your friends and family.",https://www.archanaskitchen.com/indo-chinese-crispy-chicken-chilli-recipe,"salt,ginger,corn flour,soy sauce,water,green chilli sauce,garlic,chicken,onion,vinegar,black pepper powder,green bell pepper (capsicum),tomato pasta sauce,flour (maida),red chilli sauce,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/chicken_chilli_1600.jpg,17
And fish soup recipe - Bengali fish curry,"3 Green Chillies,1/2 teaspoon Turmeric powder (Haldi),Water - as required,1 Tomato,Salt - to taste,1 teaspoon Cumin seeds (Jeera),Mustard oil - as required,1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,Coriander (Dhania) Leaves - Few sprigs,2 tablespoons Ginger Garlic Paste,1 Bay leaf (tej patta),1 Aar Maach (fish) - (rohu or katla)",50,Bengali Recipes,"To begin making the Aar Macher Jhol Recipe, wash and clean fish pieces twice with water.
Ensure they are properly cleaned.Add salt and turmeric powder to the cleaned fish pieces.
Marinate it and set aside.Leave the fish marination for about 2 hours.In a heavy bottomed pan, add the required oil and heat over medium heat.
Fry the fish pieces and fry until they turn lightly brown.
The fish pieces should be half cooked.In the medium sized wok/kadhai, add the remaining oil and heat over medium heat.Once the oil is hot, add cumin seeds and bay leaf.
Let it crackle.Add chopped tomatoes and cook until they become mushy.
To the mushy tomatoes, add red chilli powder, coriander powder and ginger garlic paste.Cook until the raw smell goes off and the spice powders are absorbed by the tomatoes.
Add water as per your required consistency and bring it to boil.Once the water starts boiling, add the fried fish pieces and cook them over low flame.Slit the green chillies and add them to the curry.
Once the fishes are cooked completely and the curry reaches required consistency, season it with salt and switch off the flameEnsure the curry is cooked over medium flame once the fish pieces are added.
If fish is overcooked, it might dissolve in the curry.Garnish with coriander leaves and serve warmly.
Prepare Aar Macher Jhol and serve it along with Steamed Rice and Begun Bhaja for your everyday meals.",https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-fish-curry,"tomato,salt,coriander (dhania) leaves,aar maach (fish) (rohu katla),bay leaf (tej patta),mustard oil,red chilli powder,water,ginger garlic paste,cumin seeds (jeera),coriander powder,turmeric powder,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Aar_macher_Jhol.jpg,13
Stem Lettuce Tamarind Broth Recipe - Surri left behind by Amarnath Greens,"20 grams Tamarind - soaked in hot water and pulp extracted,Salt - to taste,1 cup Green Amaranth Leaves - roughly chopped,1 teaspoon Methi Powder (Fenugreek Powder),1 teaspoon Mustard seeds,1 Onion - finely chopped,1/4 teaspoon Asafoetida (hing),2 teaspoons Sambar Powder,10 cloves Garlic,1 tablespoon Sesame (Gingelly) Oil,1 sprig Curry leaves,1 Tomato - roughly chopped",30,South Indian Recipes,"To begin making Thandu Keerai Puli Kuzhambu Recipe, soak tamarind in hot water, squeeze the pulp out and keep aside.
You will approximately 1-1/2 cups of tamarind water.Heat sesame oil in a heavy bottomed pan, add the mustard seeds, and let it crackle.Add the asafoetida, curry leaves and let it splutter.Add the whole garlic cloves, chopped onions and saute until the garlic turns slightly golden and onions become soft.Once the onions become soft, add chopped tomato and cook until it turns soft and mushy.Next add the chopped thandu keerai or amaranth leaves and saute until the greens become soft.After the Thandu Keerai/ Amaranth leaves turn soft, add the tamarind pulp, sambar powder, fenugreek powder and season with salt, mix well and let it simmer for 10 minutes on low heat.
Add additional water if required to adjust the consistency of the kuzhambu.
Simmer and cook until the Thandu Keerai Puli Kuzhambu gets a little thicker.
Once the Kuzhambu thickens, turn off the heat and serve hot.Serve Thandu Keerai Puli Kuzhambu along with Steamed Rice, Kathirikai Kootu, Carrot and Beans Poriyal Recipe and Curd for a weeknight dinner.
",https://www.archanaskitchen.com/thandu-keerai-puli-kuzhambu-recipe-amaranth-cooked-in-tamarind-sauce,"tomato,salt,tamarind pulp,mustard seeds,asafoetida (hing),methi powder (fenugreek powder),sesame (gingelly) oil,cloves garlic,curry leaves,onion,green amaranth leaves,sambar powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Thandu_Keerai_Puli_Kuzhambu_Recipe_Tamil_Nadu_Style_Foxtail_Amaranth_Cooked_in_Tamarind_Gravy.jpg,12
Crispy Masala Peanuts Recipe - Gujarati Sing Bhujia,"2 pinch Black pepper powder,Salt - to taste,1 cup Raw Peanuts (Moongphali),2 pinch Chaat Masala Powder,1/2 Coriander Powder (Dhania),2 tablespoons Gram flour (besan),1/4 cup Water,1 teaspoon Sunflower Oil,1 tablespoon Rice flour,1/2 teaspoon Red Chilli powder,Sunflower Oil - to fry",35,Gujarati Recipes﻿,"To begin making the Crispy Masala Peanuts recipe, First we need to take a big bowl, mix together peanuts, gram flour, rice flour, red chilly powder, coriander powder, chat masala, water, black pepper powder, oil and salt to tasteMix all nicely using little water.Remember add less water and making sure the spices and flour stick to the peanuts uniformly.Heat the oil in a kadai/wok on medium heat.
Fry the peanuts until they turn golden brown.When they are done, take them out from the oil and place them on a absorbent paper.At this time these are not much crispy but after cooling to room temperature, the peanuts should be crispy.Now Crispy Masala Peanuts are ready, sprinkle some chat masala with dry mint and serve.Serve Crispy Masala Peanuts along with Masala Chai during your tea time break.
You can also serve it as a snack with your drinks for house parties.",https://www.archanaskitchen.com/crispy-masala-peanuts-recipe-gujarati-sing-bhujia,"salt,chaat masala powder,red chilli powder,water,gram flour (besan),peanuts (moongphali),black pepper powder,coriander powder,rice flour,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Crispy_Masala_Peanuts_or_Gujrati_Sing_Bhujia.jpg,10
Maa Ki Dal (Recipe)," 1/2 teaspoon garam masala powder, 1 teaspoon cumin seeds, 1 tablespoon ghee, 1 tablespoon kidney beans, salt - as per taste, 4 tomatoes - chopped, 1 inch ginger - grated,1 cup black urad dal (split), 1 teaspoon Kashmiri red chilli powder, 1 tablespoon coriander powder ",160,Punjabi,"To make Maa Dal, first wash and soak the lentils and beans for 2-3 hours in water.
Now heat 5 cups of water in a pan.
Add dal and rajma to it and let it cook till it becomes soft.
Allow to cook for 2 to 3 hours, which increases its taste even more.
Then add tomatoes and ginger to it.
Mash it a little bit.
Now heat ghee in a tempering pan.
Add cumin seeds and cook till it turns brown.
Now add all the dry spices and cook for 1 minute.
Add this tempering to the dal and let it boil.
Cook for 10 to 15 minutes and serve hot.
Serve Maa Dal with Lacha Paratha and Sew Tomato Vegetable for dinner.",https://www.archanaskitchen.com/maa-ki-dal-recipe-in-hindi,"tomato,salt,ginger,kashmiri red chilli powder,ghee,kidney beans,black urad dal (split),coriander powder,cumin seeds,garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Maa_Ki_Daal_1600.jpg,10
